Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Houston,United States,NC-18340,Nat Carroll,5/4/2018,CA-2018-111899,77036,OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Central,Consumer,Texas,Art,20.00%,$3 ,2,$38 
Office Supplies,Houston,United States,MV-17485,Mark Van Huff,6/25/2019,CA-2019-119690,77041,OFF-LA-10001613,Avery File Folder Labels,Central,Consumer,Texas,Labels,20.00%,$2 ,2,$5 
Office Supplies,El Paso,United States,MN-17935,Michael Nguyen,7/11/2018,CA-2018-123225,79907,OFF-PA-10000552,Xerox 200,Central,Consumer,Texas,Paper,20.00%,$4 ,2,$10 
Office Supplies,Houston,United States,MV-17485,Mark Van Huff,6/25/2019,CA-2019-119690,77041,OFF-PA-10001019,Xerox 1884,Central,Consumer,Texas,Paper,20.00%,$16 ,3,$48 
Office Supplies,Decatur,United States,RE-19450,Richard Eichhorn,6/3/2018,CA-2018-163867,62521,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Central,Consumer,Illinois,Storage,20.00%,$10 ,3,$133 
Office Supplies,Chicago,United States,RA-19915,Russell Applegate,6/30/2018,CA-2018-123064,60653,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Central,Consumer,Illinois,Art,20.00%,$2 ,4,$5 
Office Supplies,Decatur,United States,RE-19450,Richard Eichhorn,6/3/2018,CA-2018-163867,62521,OFF-LA-10001771,Avery 513,Central,Consumer,Illinois,Labels,20.00%,$5 ,4,$16 
Office Supplies,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2018,CA-2018-163468,60016,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Central,Consumer,Illinois,Storage,20.00%,($67),5,$382 
Office Supplies,Houston,United States,NC-18340,Nat Carroll,5/4/2018,CA-2018-111899,77036,OFF-FA-10000840,OIC Thumb-Tacks,Central,Consumer,Texas,Fasteners,20.00%,$2 ,6,$5 
Office Supplies,Houston,United States,JL-15130,Jack Lebron,9/1/2018,CA-2018-165428,77036,OFF-PA-10004100,Xerox 216,Central,Consumer,Texas,Paper,20.00%,$11 ,6,$31 
Office Supplies,Houston,United States,JE-15715,Joe Elijah,10/23/2019,CA-2019-110877,77041,OFF-PA-10004621,Xerox 212,Central,Consumer,Texas,Paper,20.00%,$13 ,7,$36 
Office Supplies,Chicago,United States,MC-17575,Matt Collins,12/2/2018,CA-2018-101147,60623,OFF-AP-10004249,Staple holder,Central,Consumer,Illinois,Appliances,80.00%,($6),1,$2 
Office Supplies,Fort Worth,United States,NC-18415,Nathan Cano,12/27/2018,CA-2018-165393,76106,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Central,Consumer,Texas,Binders,80.00%,($8),1,$5 
Office Supplies,Pasadena,United States,EH-14185,Evan Henry,11/22/2018,CA-2018-105340,77506,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Consumer,Texas,Binders,80.00%,($11),1,$7 
Office Supplies,Chicago,United States,NM-18520,Neoma Murray,9/27/2019,US-2019-100531,60610,OFF-BI-10001670,Vinyl Sectional Post Binders,Central,Consumer,Illinois,Binders,80.00%,($23),2,$15 
Office Supplies,Houston,United States,MV-17485,Mark Van Huff,6/25/2019,CA-2019-119690,77041,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Central,Consumer,Texas,Binders,80.00%,($1),2,$1 
Office Supplies,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2018,CA-2018-163468,60016,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Central,Consumer,Illinois,Binders,80.00%,($5),3,$3 
Office Supplies,Houston,United States,JL-15130,Jack Lebron,9/1/2018,CA-2018-165428,77036,OFF-BI-10002949,Prestige Round Ring Binders,Central,Consumer,Texas,Binders,80.00%,($6),3,$4 
Office Supplies,Allen,United States,AW-10840,Anthony Witt,11/29/2019,CA-2019-129112,75002,OFF-BI-10000088,GBC Imprintable Covers,Central,Consumer,Texas,Binders,80.00%,($14),4,$9 
Office Supplies,Chicago,United States,LE-16810,Laurel Elliston,5/27/2018,US-2018-117058,60653,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Central,Consumer,Illinois,Binders,80.00%,($31),6,$17 
Office Supplies,Dallas,United States,KH-16510,Keith Herrera,8/15/2018,CA-2018-138023,75081,OFF-BI-10003638,GBC Durable Plastic Covers,Central,Consumer,Texas,Binders,80.00%,($53),8,$31 
Office Supplies,New York City,United States,MW-18220,Mitch Webber,9/20/2018,CA-2018-125997,10011,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,East,Consumer,New York,Appliances,0.00%,$8 ,1,$31 
Office Supplies,Watertown,United States,JM-16195,Justin MacKendrick,9/2/2018,CA-2018-157721,13601,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",East,Consumer,New York,Appliances,0.00%,$9 ,1,$20 
Office Supplies,New York City,United States,EN-13780,Edward Nazzal,5/30/2019,CA-2019-103177,10009,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",East,Consumer,New York,Appliances,0.00%,$45 ,2,$160 
Office Supplies,Rochester,United States,BM-11785,Bryan Mills,6/6/2018,CA-2018-133270,14609,OFF-AR-10002656,Sanford Liquid Accent Highlighters,East,Consumer,New York,Art,0.00%,$5 ,2,$13 
Office Supplies,New York City,United States,MS-17770,Maxwell Schwartz,10/20/2019,CA-2019-164623,10035,OFF-PA-10000249,Easy-staple paper,East,Consumer,New York,Paper,0.00%,$12 ,2,$25 
Office Supplies,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,OFF-ST-10000642,"Tennsco Lockers, Gray",East,Consumer,New York,Storage,0.00%,$3 ,2,$42 
Office Supplies,New York City,United States,RP-19390,Resi Pölking,4/7/2019,CA-2019-166492,10035,OFF-ST-10002214,X-Rack File for Hanging Folders,East,Consumer,New York,Storage,0.00%,$6 ,2,$23 
Office Supplies,New York City,United States,TB-21280,Toby Braunhardt,6/21/2018,CA-2018-130624,10024,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",East,Consumer,New York,Appliances,0.00%,$27 ,3,$60 
Office Supplies,New York City,United States,JL-15850,John Lucas,4/25/2019,CA-2019-112557,10035,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",East,Consumer,New York,Appliances,0.00%,$91 ,3,$206 
Office Supplies,Dover,United States,TT-21220,Thomas Thornton,9/23/2018,CA-2018-163650,19901,OFF-AR-10002375,Newell 351,East,Consumer,Delaware,Art,0.00%,$3 ,3,$10 
Office Supplies,New York City,United States,CL-12565,Clay Ludtke,9/2/2018,CA-2018-127936,10009,OFF-AR-10002445,SANFORD Major Accent Highlighters,East,Consumer,New York,Art,0.00%,$8 ,3,$21 
Office Supplies,Fairfield,United States,CS-12355,Christine Sundaresam,8/15/2018,CA-2018-141005,6824,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,East,Consumer,Connecticut,Binders,0.00%,$30 ,3,$63 
Office Supplies,Dover,United States,TT-21220,Thomas Thornton,9/23/2018,CA-2018-163650,19901,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,East,Consumer,Delaware,Binders,0.00%,$16 ,3,$35 
Office Supplies,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",East,Consumer,New York,Fasteners,0.00%,$5 ,3,$11 
Office Supplies,New York City,United States,KD-16345,Katherine Ducich,9/2/2018,US-2018-138828,10009,OFF-PA-10000349,Easy-staple paper,East,Consumer,New York,Paper,0.00%,$7 ,3,$15 
Office Supplies,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,OFF-PA-10001357,Xerox 1886,East,Consumer,New York,Paper,0.00%,$69 ,3,$144 
Office Supplies,New York City,United States,TB-21280,Toby Braunhardt,6/21/2018,CA-2018-130624,10024,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",East,Consumer,New York,Paper,0.00%,$9 ,3,$20 
Office Supplies,Clifton,United States,SF-20065,Sandra Flanagan,9/10/2018,CA-2018-113383,7011,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,East,Consumer,New Jersey,Appliances,0.00%,$22 ,4,$82 
Office Supplies,New York City,United States,RP-19390,Resi Pölking,4/7/2019,CA-2019-166492,10035,OFF-PA-10002262,Xerox 192,East,Consumer,New York,Paper,0.00%,$12 ,4,$26 
Office Supplies,Meriden,United States,RM-19375,Raymond Messe,6/21/2018,CA-2018-141278,6450,OFF-AR-10003056,Newell 341,East,Consumer,Connecticut,Art,0.00%,$6 ,5,$21 
Office Supplies,New York City,United States,KD-16345,Katherine Ducich,9/2/2018,US-2018-138828,10009,OFF-AR-10000658,Newell 324,East,Consumer,New York,Art,0.00%,$16 ,5,$58 
Office Supplies,Lawrence,United States,AG-10270,Alejandro Grove,9/20/2019,CA-2019-153738,1841,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,East,Consumer,Massachusetts,Binders,0.00%,$17 ,6,$38 
Office Supplies,New York City,United States,MW-18220,Mitch Webber,9/20/2018,CA-2018-125997,10011,OFF-LA-10002762,Avery 485,East,Consumer,New York,Labels,0.00%,$35 ,6,$75 
Office Supplies,Everett,United States,TC-21295,Toby Carlisle,10/14/2018,CA-2018-151330,2149,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",East,Consumer,Massachusetts,Storage,0.00%,$22 ,7,$79 
Office Supplies,Philadelphia,United States,JK-15370,Jay Kimmel,12/19/2019,CA-2019-127453,19143,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,Consumer,Pennsylvania,Appliances,20.00%,$0 ,2,$4 
Office Supplies,New York City,United States,AH-10210,Alan Hwang,12/7/2019,CA-2019-165050,10024,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,East,Consumer,New York,Binders,20.00%,$2 ,2,$7 
Office Supplies,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,East,Consumer,New York,Binders,20.00%,$457 ,2,"$1,218 "
Office Supplies,Parma,United States,AC-10660,Anna Chung,10/15/2018,US-2018-122021,44134,OFF-PA-10002230,Xerox 1897,East,Consumer,Ohio,Paper,20.00%,$3 ,2,$8 
Office Supplies,Philadelphia,United States,JK-15370,Jay Kimmel,12/19/2019,CA-2019-127453,19143,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,East,Consumer,Pennsylvania,Appliances,20.00%,$43 ,3,$434 
Office Supplies,New York City,United States,LC-16885,Lena Creighton,6/16/2019,US-2019-163825,10009,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,East,Consumer,New York,Binders,20.00%,"$1,144 ",3,"$3,050 "
Office Supplies,Philadelphia,United States,AG-10900,Arthur Gainer,12/19/2019,CA-2019-115399,19134,OFF-LA-10003190,Avery 474,East,Consumer,Pennsylvania,Labels,20.00%,$3 ,3,$7 
Office Supplies,Philadelphia,United States,EJ-13720,Ed Jacobs,8/13/2019,CA-2019-169656,19143,OFF-ST-10003816,Fellowes High-Stak Drawer Files,East,Consumer,Pennsylvania,Storage,20.00%,$16 ,3,$423 
Office Supplies,Fairfield,United States,TB-21520,Tracy Blumstein,10/21/2018,CA-2018-142587,45014,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,East,Consumer,Ohio,Appliances,20.00%,$14 ,4,$122 
Office Supplies,Philadelphia,United States,JK-15370,Jay Kimmel,12/19/2019,CA-2019-127453,19143,OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,East,Consumer,Pennsylvania,Appliances,20.00%,$8 ,4,$89 
Office Supplies,Columbus,United States,JS-16030,Joy Smith,2/27/2018,CA-2018-156545,43229,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,East,Consumer,Ohio,Art,20.00%,$3 ,4,$19 
Office Supplies,Lakewood,United States,CB-12415,Christy Brittain,11/5/2019,US-2019-136259,44107,OFF-SU-10004661,Acme Titanium Bonded Scissors,East,Consumer,Ohio,Supplies,20.00%,$2 ,4,$27 
Office Supplies,Philadelphia,United States,CK-12595,Clytie Kelty,7/11/2019,CA-2019-142237,19134,OFF-AR-10003732,Newell 333,East,Consumer,Pennsylvania,Art,20.00%,$1 ,5,$11 
Office Supplies,New York City,United States,AH-10210,Alan Hwang,12/7/2019,CA-2019-165050,10024,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,East,Consumer,New York,Binders,20.00%,$7 ,5,$21 
Office Supplies,Philadelphia,United States,FO-14305,Frank Olsen,9/22/2019,US-2019-115343,19143,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",East,Consumer,Pennsylvania,Supplies,20.00%,$6 ,5,$56 
Office Supplies,Philadelphia,United States,TT-21070,Ted Trevino,4/5/2019,CA-2019-119942,19120,OFF-LA-10001569,Avery 499,East,Consumer,Pennsylvania,Labels,20.00%,$8 ,6,$24 
Office Supplies,Lakewood,United States,CB-12415,Christy Brittain,11/5/2019,US-2019-136259,44107,OFF-BI-10000773,Insertable Tab Post Binder Dividers,East,Consumer,Ohio,Binders,70.00%,($6),3,$7 
Office Supplies,Philadelphia,United States,CK-12595,Clytie Kelty,7/11/2019,CA-2019-142237,19134,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,East,Consumer,Pennsylvania,Binders,70.00%,($2),3,$3 
Office Supplies,Philadelphia,United States,LH-16750,Larry Hughes,9/21/2018,CA-2018-117478,19140,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",East,Consumer,Pennsylvania,Binders,70.00%,($5),3,$7 
Office Supplies,Philadelphia,United States,CK-12595,Clytie Kelty,7/11/2019,CA-2019-142237,19134,OFF-BI-10003669,3M Organizer Strips,East,Consumer,Pennsylvania,Binders,70.00%,($5),4,$6 
Office Supplies,Waynesboro,United States,LL-16840,Lauren Leatherbury,4/16/2019,CA-2019-137974,22980,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,South,Consumer,Virginia,Binders,0.00%,$5 ,1,$9 
Office Supplies,Suffolk,United States,SW-20455,Shaun Weien,12/11/2019,CA-2019-150560,23434,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",South,Consumer,Virginia,Labels,0.00%,$96 ,2,$197 
Office Supplies,Virginia Beach,United States,TT-21220,Thomas Thornton,10/30/2019,CA-2019-132318,23464,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,South,Consumer,Virginia,Appliances,0.00%,$53 ,3,$183 
Office Supplies,Woodstock,United States,LL-16840,Lauren Leatherbury,8/12/2018,CA-2018-153927,30188,OFF-BI-10000138,Acco Translucent Poly Ring Binders,South,Consumer,Georgia,Binders,0.00%,$7 ,3,$14 
Office Supplies,Chesapeake,United States,EG-13900,Emily Grady,11/2/2019,CA-2019-138625,23320,OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",South,Consumer,Virginia,Appliances,0.00%,$55 ,4,$198 
Office Supplies,Richmond,United States,BD-11500,Bradley Drucker,12/23/2019,CA-2019-117828,23223,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,South,Consumer,Virginia,Appliances,0.00%,$56 ,4,$194 
Office Supplies,Florence,United States,SG-20470,Sheri Gordon,3/23/2019,CA-2019-130218,29501,OFF-FA-10003112,Staples,South,Consumer,South Carolina,Fasteners,0.00%,$14 ,4,$32 
Office Supplies,Florence,United States,SG-20470,Sheri Gordon,3/23/2019,CA-2019-130218,29501,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,South,Consumer,South Carolina,Storage,0.00%,$1 ,4,$28 
Office Supplies,Louisville,United States,JM-16195,Justin MacKendrick,4/30/2018,CA-2018-160094,40214,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,Kentucky,Art,0.00%,$45 ,5,$175 
Office Supplies,Louisville,United States,JM-16195,Justin MacKendrick,4/30/2018,CA-2018-160094,40214,OFF-ST-10000585,Economy Rollaway Files,South,Consumer,Kentucky,Storage,0.00%,$215 ,5,$826 
Office Supplies,Virginia Beach,United States,TD-20995,Tamara Dahlen,5/19/2018,CA-2018-130155,23464,OFF-SU-10004737,Acme Design Stainless Steel Bent Scissors,South,Consumer,Virginia,Supplies,0.00%,$9 ,5,$34 
Office Supplies,Memphis,United States,DD-13570,Dorothy Dickinson,12/30/2018,CA-2018-166730,38109,OFF-ST-10002554,Tennsco Industrial Shelving,South,Consumer,Tennessee,Storage,20.00%,($9),1,$39 
Office Supplies,Concord,United States,DL-13330,Denise Leinenbach,6/23/2018,US-2018-130358,28027,OFF-SU-10002522,Acme Kleen Earth Office Shears,South,Consumer,North Carolina,Supplies,20.00%,$0 ,1,$3 
Office Supplies,Durham,United States,LR-16915,Lena Radford,11/30/2019,CA-2019-141327,27707,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,South,Consumer,North Carolina,Appliances,20.00%,$10 ,3,$98 
Office Supplies,Delray Beach,United States,BG-11740,Bruce Geld,3/23/2018,CA-2018-164749,33445,OFF-LA-10004484,Avery 476,South,Consumer,Florida,Labels,20.00%,$3 ,3,$10 
Office Supplies,Hollywood,United States,CS-12355,Christine Sundaresam,8/15/2018,CA-2018-109043,33021,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,South,Consumer,Florida,Appliances,20.00%,$17 ,5,$152 
Office Supplies,Hollywood,United States,CS-12355,Christine Sundaresam,8/15/2018,CA-2018-109043,33021,OFF-PA-10000312,Xerox 1955,South,Consumer,Florida,Paper,20.00%,$30 ,5,$91 
Office Supplies,Concord,United States,DL-13330,Denise Leinenbach,6/23/2018,US-2018-130358,28027,OFF-AR-10002766,Prang Drawing Pencil Set,South,Consumer,North Carolina,Art,20.00%,$2 ,9,$20 
Office Supplies,Durham,United States,LR-16915,Lena Radford,11/30/2019,CA-2019-141327,27707,OFF-BI-10000546,Avery Durable Binders,South,Consumer,North Carolina,Binders,70.00%,($4),7,$6 
Office Supplies,San Diego,United States,AS-10090,Adam Shillingsburg,12/24/2018,CA-2018-132913,92037,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,West,Consumer,California,Appliances,0.00%,$4 ,1,$14 
Office Supplies,San Diego,United States,CC-12145,Charles Crestani,7/20/2018,CA-2018-141726,92105,OFF-PA-10000418,Xerox 189,West,Consumer,California,Paper,0.00%,$50 ,1,$105 
Office Supplies,Seattle,United States,SG-20080,Sandra Glassco,12/16/2019,CA-2019-162544,98105,OFF-PA-10004948,Xerox 190,West,Consumer,Washington,Paper,0.00%,$2 ,1,$5 
Office Supplies,San Diego,United States,DK-13375,Dennis Kane,12/12/2019,CA-2019-145065,92105,OFF-FA-10001229,Staples,West,Consumer,California,Fasteners,0.00%,$4 ,2,$8 
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,10/4/2019,CA-2019-121391,94109,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,Consumer,California,Storage,0.00%,$7 ,2,$27 
Office Supplies,Los Angeles,United States,SS-20410,Shahid Shariari,11/15/2018,CA-2018-127558,90008,OFF-SU-10002537,Acme Box Cutter Scissors,West,Consumer,California,Supplies,0.00%,$5 ,2,$20 
Office Supplies,San Francisco,United States,SG-20470,Sheri Gordon,11/28/2018,CA-2018-159800,94109,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,West,Consumer,California,Appliances,0.00%,$12 ,3,$44 
Office Supplies,Los Angeles,United States,FP-14320,Frank Preis,12/7/2018,CA-2018-138737,90049,OFF-AR-10003190,Newell 32,West,Consumer,California,Art,0.00%,$2 ,3,$9 
Office Supplies,San Francisco,United States,LC-16870,Lena Cacioppo,5/3/2019,CA-2019-150770,94109,OFF-AR-10001246,Newell 317,West,Consumer,California,Art,0.00%,$3 ,3,$9 
Office Supplies,Seattle,United States,AB-10015,Aaron Bergman,3/7/2018,CA-2018-156587,98103,OFF-AR-10001427,Newell 330,West,Consumer,Washington,Art,0.00%,$5 ,3,$18 
Office Supplies,Los Angeles,United States,SC-20095,Sanjit Chand,11/23/2018,US-2018-157385,90004,OFF-EN-10003160,Pastel Pink Envelopes,West,Consumer,California,Envelopes,0.00%,$10 ,3,$22 
Office Supplies,Moreno Valley,United States,SA-20830,Sue Ann Reed,2/22/2018,CA-2018-133354,92553,OFF-PA-10001800,Xerox 220,West,Consumer,California,Paper,0.00%,$9 ,3,$19 
Office Supplies,San Francisco,United States,RD-19720,Roger Demir,7/20/2018,CA-2018-157546,94122,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",West,Consumer,California,Paper,0.00%,$11 ,3,$23 
Office Supplies,Santa Maria,United States,NC-18415,Nathan Cano,4/18/2019,US-2019-113593,93454,OFF-ST-10000532,Advantus Rolling Drawer Organizers,West,Consumer,California,Storage,0.00%,$30 ,3,$115 
Office Supplies,Seattle,United States,AB-10015,Aaron Bergman,3/7/2018,CA-2018-156587,98103,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,Washington,Storage,0.00%,$5 ,3,$243 
Office Supplies,San Francisco,United States,AJ-10945,Ashley Jarboe,11/28/2019,CA-2019-164497,94110,OFF-AP-10004655,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",West,Consumer,California,Appliances,0.00%,$15 ,4,$45 
Office Supplies,San Diego,United States,CC-12145,Charles Crestani,7/20/2018,CA-2018-141726,92105,OFF-PA-10002230,Xerox 1897,West,Consumer,California,Paper,0.00%,$10 ,4,$20 
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,10/11/2018,CA-2018-157924,91104,OFF-ST-10002352,Iris Project Case,West,Consumer,California,Storage,0.00%,$8 ,4,$32 
Office Supplies,San Diego,United States,CM-12190,Charlotte Melton,9/18/2019,CA-2019-101154,92105,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",West,Consumer,California,Storage,0.00%,$9 ,4,$444 
Office Supplies,Lancaster,United States,GA-14725,Guy Armstrong,3/19/2019,CA-2019-149993,93534,OFF-FA-10001561,Stockwell Push Pins,West,Consumer,California,Fasteners,0.00%,$4 ,5,$11 
Office Supplies,Moreno Valley,United States,NM-18520,Neoma Murray,9/8/2019,CA-2019-162166,92553,OFF-PA-10002606,Xerox 1928,West,Consumer,California,Paper,0.00%,$12 ,5,$26 
Office Supplies,Los Angeles,United States,JB-15925,Joni Blumstein,12/5/2018,CA-2018-150203,90032,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,West,Consumer,California,Appliances,0.00%,$73 ,6,$250 
Office Supplies,Moreno Valley,United States,NM-18520,Neoma Murray,9/8/2019,CA-2019-162166,92553,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,West,Consumer,California,Storage,0.00%,$1 ,6,$42 
Office Supplies,Los Angeles,United States,KD-16270,Karen Daniels,12/12/2019,CA-2019-110870,90032,OFF-SU-10001225,Staple remover,West,Consumer,California,Supplies,0.00%,$1 ,7,$26 
Office Supplies,Salem,United States,GA-14725,Guy Armstrong,11/1/2019,US-2019-110163,97301,OFF-AR-10001683,Lumber Crayons,West,Consumer,Oregon,Art,20.00%,$2 ,1,$8 
Office Supplies,San Diego,United States,CC-12145,Charles Crestani,7/20/2018,CA-2018-141726,92105,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,West,Consumer,California,Binders,20.00%,$3 ,2,$9 
Office Supplies,San Diego,United States,DK-13375,Dennis Kane,12/12/2019,CA-2019-145065,92105,OFF-BI-10002437,Recycled Premium Regency Composition Covers,West,Consumer,California,Binders,20.00%,$9 ,2,$24 
Office Supplies,San Francisco,United States,LC-16870,Lena Cacioppo,5/3/2019,CA-2019-150770,94109,OFF-BI-10001575,GBC Linen Binding Covers,West,Consumer,California,Binders,20.00%,$17 ,2,$50 
Office Supplies,San Francisco,United States,LC-16870,Lena Cacioppo,5/3/2019,CA-2019-150770,94109,OFF-BI-10002026,Ibico Recycled Linen-Style Covers,West,Consumer,California,Binders,20.00%,$22 ,2,$62 
Office Supplies,Tucson,United States,CT-11995,Carol Triggs,12/20/2018,CA-2018-138681,85705,OFF-PA-10003270,Xerox 1954,West,Consumer,Arizona,Paper,20.00%,$3 ,2,$8 
Office Supplies,Portland,United States,DO-13435,Denny Ordway,8/24/2019,CA-2019-169299,97206,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",West,Consumer,Oregon,Art,20.00%,$1 ,3,$7 
Office Supplies,Los Angeles,United States,JJ-15445,Jennifer Jackson,6/13/2019,CA-2019-127418,90004,OFF-BI-10003707,Aluminum Screw Posts,West,Consumer,California,Binders,20.00%,$14 ,3,$37 
Office Supplies,Los Angeles,United States,HM-14980,Henry MacAllister,10/2/2019,CA-2019-129917,90008,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,West,Consumer,California,Binders,20.00%,$4 ,3,$12 
Office Supplies,San Francisco,United States,IL-15100,Ivan Liston,8/1/2018,CA-2018-152296,94122,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,West,Consumer,California,Binders,20.00%,$7 ,3,$20 
Office Supplies,Scottsdale,United States,MT-17815,Meg Tillman,11/6/2019,CA-2019-105312,85254,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",West,Consumer,Arizona,Envelopes,20.00%,$2 ,3,$7 
Office Supplies,Los Angeles,United States,HM-14980,Henry MacAllister,10/2/2019,CA-2019-129917,90008,OFF-BI-10004828,GBC Poly Designer Binding Covers,West,Consumer,California,Binders,20.00%,$19 ,4,$54 
Office Supplies,Scottsdale,United States,TS-21340,Toby Swindell,1/19/2018,CA-2018-146591,85254,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",West,Consumer,Arizona,Paper,20.00%,$20 ,4,$56 
Office Supplies,Temecula,United States,RD-19585,Rob Dowd,12/13/2019,CA-2019-157770,92592,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",West,Consumer,California,Binders,20.00%,$10 ,5,$29 
Office Supplies,Scottsdale,United States,TS-21340,Toby Swindell,1/19/2018,CA-2018-146591,85254,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",West,Consumer,Arizona,Envelopes,20.00%,$37 ,5,$109 
Office Supplies,Tucson,United States,CT-11995,Carol Triggs,12/20/2018,CA-2018-138681,85705,OFF-PA-10000357,Xerox 1888,West,Consumer,Arizona,Paper,20.00%,$78 ,5,$222 
Office Supplies,San Francisco,United States,RD-19720,Roger Demir,7/20/2018,CA-2018-157546,94122,OFF-BI-10002498,Clear Mylar Reinforcing Strips,West,Consumer,California,Binders,20.00%,$30 ,6,$90 
Office Supplies,Phoenix,United States,TS-21085,Thais Sissman,7/19/2019,US-2019-160150,85023,OFF-BI-10004352,Wilson Jones DublLock D-Ring Binders,West,Consumer,Arizona,Binders,70.00%,($1),1,$2 
